drugbank_id	gene	gene_name	HGNC	drug_name	drug_type	action	simplified_action	known_action	taxid
DB08342	TRAPPC3	Trafficking protein particle complex subunit 3	HGNC:19942	S-PALMITOYL-L-CYSTEINE	small molecule		other	unknown	9606
DB08342	TRAPPC4	Trafficking protein particle complex subunit 4	HGNC:19943	S-PALMITOYL-L-CYSTEINE	small molecule		other	unknown	9606
DB08342	TRAPPC5	Trafficking protein particle complex subunit 5	HGNC:23067	S-PALMITOYL-L-CYSTEINE	small molecule		other	unknown	9606
DB08342	TRAPPC6A	Trafficking protein particle complex subunit 6A	HGNC:23069	S-PALMITOYL-L-CYSTEINE	small molecule		other	unknown	9606
DB08342	TRAPPC6B	Trafficking protein particle complex subunit 6B	HGNC:23066	S-PALMITOYL-L-CYSTEINE	small molecule		other	unknown	9606
DB08345	CSNK2A1	Casein kinase II subunit alpha	HGNC:2457	4-(2-(1H-IMIDAZOL-4-YL)ETHYLAMINO)-2-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE	small molecule		other	unknown	9606
DB08346	HSP90AB1	Heat shock protein HSP 90-beta	HGNC:5258	(5Z)-13-CHLORO-14,16-DIHYDROXY-3,4,7,8,9,10-HEXAHYDRO-1H-2-BENZOXACYCLOTETRADECINE-1,11(12H)-DIONE	small molecule		other	unknown	9606
DB08347	ADRB1	Beta-1 adrenergic receptor	HGNC:285	4-{[(2S)-3-(tert-butylamino)-2-hydroxypropyl]oxy}-3H-indole-2-carbonitrile	small molecule		other	unknown	9606
DB08348	EEF2	Elongation factor 2	HGNC:3214	N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE	small molecule		other	unknown	9606
DB08348	PARP15	Poly [ADP-ribose] polymerase 15	HGNC:26876	N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE	small molecule		other	unknown	9606
DB08348	PARP3	Poly [ADP-ribose] polymerase 3	HGNC:273	N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE	small molecule		other	unknown	9606
DB08349	MAPK14	Mitogen-activated protein kinase 14	HGNC:6876	N-cyclopropyl-3-{[1-(2,4-difluorophenyl)-7-methyl-6-oxo-6,7-dihydro-1H-pyrazolo[3,4-b]pyridin-4-yl]amino}-4-methylbenzamide	small molecule		other	unknown	9606
DB08350	ABL1	Tyrosine-protein kinase ABL1	HGNC:76	5-[3-(2-METHOXYPHENYL)-1H-PYRROLO[2,3-B]PYRIDIN-5-YL]-N,N-DIMETHYLPYRIDINE-3-CARBOXAMIDE	small molecule		other	unknown	9606
DB08351	MAPK14	Mitogen-activated protein kinase 14	HGNC:6876	N-cyclopropyl-4-methyl-3-{2-[(2-morpholin-4-ylethyl)amino]quinazolin-6-yl}benzamide	small molecule		other	unknown	9606
DB08352	MAPK14	Mitogen-activated protein kinase 14	HGNC:6876	6-[4-(2-fluorophenyl)-1,3-oxazol-5-yl]-N-(1-methylethyl)-1,3-benzothiazol-2-amine	small molecule		other	unknown	9606
DB08353	CSNK2A1	Casein kinase II subunit alpha	HGNC:2457	2-(CYCLOHEXYLMETHYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE	small molecule		other	unknown	9606
DB08354	CSNK2A1	Casein kinase II subunit alpha	HGNC:2457	2-(4-CHLOROBENZYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE	small molecule		other	unknown	9606
DB08355	CCNA2	Cyclin-A2	HGNC:1578	1-methyl-8-(phenylamino)-4,5-dihydro-1H-pyrazolo[4,3-h]quinazoline-3-carboxylic acid	small molecule		other	unknown	9606
DB08355	CDK2	Cyclin-dependent kinase 2	HGNC:1771	1-methyl-8-(phenylamino)-4,5-dihydro-1H-pyrazolo[4,3-h]quinazoline-3-carboxylic acid	small molecule		other	unknown	9606
DB08356	PDK4	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial	HGNC:8812	4-[4-(4-methoxyphenyl)-5-methyl-1H-pyrazol-3-yl]benzene-1,3-diol	small molecule		other	unknown	9606
DB08357	ACHE	Acetylcholinesterase	HGNC:108	1-ETHOXY-2-(2-ETHOXYETHOXY)ETHANE	small molecule		other	unknown	9606
DB08358	MAPKAPK2	MAP kinase-activated protein kinase 2	HGNC:6887	2-(2-QUINOLIN-3-YLPYRIDIN-4-YL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE	small molecule		other	unknown	9606
DB08358	MAPKAPK3	MAP kinase-activated protein kinase 3	HGNC:6888	2-(2-QUINOLIN-3-YLPYRIDIN-4-YL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE	small molecule		other	unknown	9606
DB08360	CSNK2A1	Casein kinase II subunit alpha	HGNC:2457	2-(4-ETHYLPIPERAZIN-1-YL)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE	small molecule		other	unknown	9606
DB08361	SYK	Tyrosine-protein kinase SYK	HGNC:11491	2-{[(1R,2S)-2-aminocyclohexyl]amino}-4-[(3-methylphenyl)amino]pyrimidine-5-carboxamide	small molecule		other	unknown	9606
DB08362	CSNK2A1	Casein kinase II subunit alpha	HGNC:2457	N-(3-(8-CYANO-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZIN-2-YLAMINO)PHENYL)ACETAMIDE	small molecule		other	unknown	9606
DB08363	TP53	Cellular tumor antigen p53	HGNC:11998	1-(9-ethyl-9H-carbazol-3-yl)-N-methylmethanamine	small molecule		other	unknown	9606
DB08365	WEE1	Wee1-like protein kinase	HGNC:12761	8-bromo-4-(2-chlorophenyl)-N-(2-hydroxyethyl)-6-methyl-1,3-dioxo-1,2,3,6-tetrahydropyrrolo[3,4-e]indole-7-carboxamide	small molecule		other	unknown	9606
DB08368	CPA1	Carboxypeptidase A1	HGNC:2296	OCTANE-1,3,5,7-TETRACARBOXYLIC ACID	small molecule		other	unknown	9606
DB08369	CYP2B6	Cytochrome P450 2B6	HGNC:2615	1-(biphenyl-4-ylmethyl)-1H-imidazole	small molecule		other	unknown	9606
DB08370	GSTP1	Glutathione S-transferase P	HGNC:4638	S-(4-BROMOBENZYL)CYSTEINE	small molecule		other	unknown	9606
DB08371	PTPN1	Tyrosine-protein phosphatase non-receptor type 1	HGNC:9642	PARA-(BENZOYL)-PHENYLALANINE	small molecule		other	unknown	9606
DB08371	YARS	Tyrosine--tRNA ligase, cytoplasmic	HGNC:12840	PARA-(BENZOYL)-PHENYLALANINE	small molecule		other	unknown	9606
DB08373	SCGB1A1	Uteroglobin	HGNC:12523	4,4'-BIS([H]METHYLSULFONYL)-2,2',5,5'-TETRACHLOROBIPHENYL	small molecule		other	unknown	9606
DB08374	CTRB1	Chymotrypsinogen B	HGNC:2521	(3S)-3-Amino-1-chloro-4-phenyl-2-butanone	small molecule		other	unknown	9606
DB08377	IGHG1	Ig gamma-1 chain C region	HGNC:5525	N-[4-(4-nitrophenylphospho)butanoyl]-D-alanine	small molecule		other	unknown	9606
DB08378	MYH7	Myosin-7	HGNC:7577	4-[4-(2,5-DIOXO-PYRROLIDIN-1-YL)-PHENYLAMINO]-4-HYDROXY-BUTYRIC ACID	small molecule		other	unknown	9606
DB08378	MYL12A	Myosin regulatory light chain 12A	HGNC:16701	4-[4-(2,5-DIOXO-PYRROLIDIN-1-YL)-PHENYLAMINO]-4-HYDROXY-BUTYRIC ACID	small molecule		other	unknown	9606
DB08378	MYL6B	Myosin light chain 6B	HGNC:29823	4-[4-(2,5-DIOXO-PYRROLIDIN-1-YL)-PHENYLAMINO]-4-HYDROXY-BUTYRIC ACID	small molecule		other	unknown	9606
DB08382	DPP4	Dipeptidyl peptidase 4	HGNC:3009	Gosogliptin	small molecule		other	yes	9606
DB08383	PDE10A	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A	HGNC:8772	4,5-bis(4-methoxyphenyl)-2-thiophen-2-yl-1H-imidazole	small molecule		other	unknown	9606
DB08384	PDE10A	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A	HGNC:8772	2-({4-[4-(pyridin-4-ylmethyl)-1H-pyrazol-3-yl]phenoxy}methyl)quinoline	small molecule		other	unknown	9606
DB08385	FAAH	Fatty-acid amide hydrolase 1	HGNC:3553	4-(quinolin-3-ylmethyl)piperidine-1-carboxylic acid	small molecule		other	unknown	9606
DB08386	PDE10A	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A	HGNC:8772	2-{[4-(4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline	small molecule		other	unknown	9606
DB08387	PDE10A	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A	HGNC:8772	2-{[4-(1-methyl-4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline	small molecule		other	unknown	9606
DB08388	MMP13	Collagenase 3	HGNC:7159	5-(2-ETHOXYETHYL)-5-[4-(4-FLUOROPHENOXY)PHENOXY]PYRIMIDINE-2,4,6(1H,3H,5H)-TRIONE	small molecule		other	unknown	9606
DB08389	PDE10A	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A	HGNC:8772	6,7-DIMETHOXY-4-[(3R)-3-(2-NAPHTHYLOXY)PYRROLIDIN-1-YL]QUINAZOLINE	small molecule		other	unknown	9606
DB08391	PDE10A	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A	HGNC:8772	6,7-DIMETHOXY-4-[(3R)-3-(QUINOXALIN-2-YLOXY)PYRROLIDIN-1-YL]QUINAZOLINE	small molecule		other	unknown	9606
DB08392	CHEK1	Serine/threonine-protein kinase Chk1	HGNC:1925	2-[5,6-BIS-(4-METHOXY-PHENYL)-FURO[2,3-D]PYRIMIDIN-4-YLAMINO]-ETHANOL	small molecule		other	unknown	9606
DB08393	CHEK1	Serine/threonine-protein kinase Chk1	HGNC:1925	2-[(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)AMINO]ETHANOL	small molecule		other	unknown	9606
DB08394	IGHG1	Ig gamma-1 chain C region	HGNC:5525	PARA-NITROPHENYLPHOSPHONOBUTANOYL-GLYCINE	small molecule		other	unknown	9606
DB08395	MAPK14	Mitogen-activated protein kinase 14	HGNC:6876	2-(ETHOXYMETHYL)-4-(4-FLUOROPHENYL)-3-[2-(2-HYDROXYPHENOXY)PYRIMIDIN-4-YL]ISOXAZOL-5(2H)-ONE	small molecule		other	unknown	9606
DB08396	IGHV3-30	Immunoglobulin heavy variable 3-30	HGNC:5591	4-{[(Z)-(5-OXO-2-PHENYL-1,3-OXAZOL-4(5H)-YLIDENE)METHYL]AMINO}BUTANOIC ACID	small molecule		other	unknown	9606
DB08397	PTPN1	Tyrosine-protein phosphatase non-receptor type 1	HGNC:9642	6-(DIFLUORO-PHOSPHONO-METHYL)-NAPHTHALENE-2-CARBOXYLIC ACID	small molecule		other	unknown	9606
DB08398	ESR1	Estrogen receptor	HGNC:3467	2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine	small molecule		other	unknown	9606
DB08398	NCOA2	Nuclear receptor coactivator 2	HGNC:7669	2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine	small molecule		other	unknown	9606
DB08399	ATP5A1	ATP synthase subunit alpha, mitochondrial	HGNC:823	PICEATANNOL	small molecule		other	unknown	9606
DB08399	ATP5B	ATP synthase subunit beta, mitochondrial	HGNC:830	PICEATANNOL	small molecule		other	unknown	9606
DB08399	ATP5C1	ATP synthase subunit gamma, mitochondrial	HGNC:833	PICEATANNOL	small molecule		other	unknown	9606
DB08400	FAAH	Fatty-acid amide hydrolase 1	HGNC:3553	4-(3-{[5-(trifluoromethyl)pyridin-2-yl]oxy}benzyl)piperidine-1-carboxylic acid	small molecule		other	unknown	9606
DB08402	NCOA2	Nuclear receptor coactivator 2	HGNC:7669	2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID	small molecule		other	unknown	9606
DB08402	PPARG	Peroxisome proliferator-activated receptor gamma	HGNC:9236	2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID	small molecule		other	unknown	9606
DB08402	RXRA	Retinoic acid receptor RXR-alpha	HGNC:10477	2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID	small molecule		other	unknown	9606
DB08403	MMP1	Interstitial collagenase	HGNC:7155	METHYLAMINO-PHENYLALANYL-LEUCYL-HYDROXAMIC ACID	small molecule		other	unknown	9606
DB08403	MMP8	Neutrophil collagenase	HGNC:7175	METHYLAMINO-PHENYLALANYL-LEUCYL-HYDROXAMIC ACID	small molecule		other	unknown	9606
DB08406	DHFR	Dihydrofolate reductase	HGNC:2861	[N-(2,4-DIAMINOPTERIDIN-6-YL)-METHYL]-DIBENZ[B,F]AZEPINE	small molecule		other	unknown	9606
DB08409	IGHG1	Ig gamma-1 chain C region	HGNC:5525	4-NITRO-BENZYLPHOSPHONOBUTANOYL-GLYCINE	small molecule		other	unknown	9606
DB08409	IGHG2	Ig gamma-2 chain C region	HGNC:5526	4-NITRO-BENZYLPHOSPHONOBUTANOYL-GLYCINE	small molecule		other	unknown	9606
DB08410	IGHG1	Ig gamma-1 chain C region	HGNC:5525	PARA-NITROBENZYL GLUTARYL GLYCINIC ACID	small molecule		other	unknown	9606
DB08411	IGHG1	Ig gamma-1 chain C region	HGNC:5525	N-[4-(4-nitrophenylphospho)butanoyl]-L-alanine	small molecule		other	unknown	9606
DB08412	IGHG1	Ig gamma-1 chain C region	HGNC:5525	6-{4-[HYDROXY-(4-NITRO-PHENOXY)-PHOSPHORYL]-BUTYRYLAMINO}-HEXANOIC ACID	small molecule		other	unknown	9606
DB08413	ALPP	Alkaline phosphatase, placental type	HGNC:439	METHYL-PHOSPHONIC ACID MONO-(4-NITRO-PHENYL) ESTER	small molecule		other	unknown	9606
DB08413	IGKC	Ig kappa chain C region	HGNC:5716	METHYL-PHOSPHONIC ACID MONO-(4-NITRO-PHENYL) ESTER	small molecule		other	unknown	9606
DB08416	CA2	Carbonic anhydrase 2	HGNC:1373	(9BETA,13ALPHA,14BETA,17ALPHA)-2-METHOXYESTRA-1,3,5(10)-TRIENE-3,17-DIYL DISULFAMATE	small molecule		other	unknown	9606
DB08418	CA2	Carbonic anhydrase 2	HGNC:1373	(4aS,4bR,10bS,12aS)-12a-methyl-1,3-dioxo-2-(pyridin-3-ylmethyl)-1,2,3,4,4a,4b,5,6,10b,11,12,12a-dodecahydronaphtho[2,1-f]isoquinolin-8-yl sulfamate	small molecule		other	unknown	9606
DB08420	PRSS1	Trypsin-1	HGNC:9475	1-{[1-(2-AMINO-3-PHENYL-PROPIONYL)-PYRROLIDINE-2-CARBONYL]-AMINO}-2-(3-CYANO-PHENYL)-ETHANEBORONIC ACID	small molecule		other	unknown	9606
DB08422	F2	Prothrombin	HGNC:3535	[PHENYLALANINYL-PROLINYL]-[2-(PYRIDIN-4-YLAMINO)-ETHYL]-AMINE	small molecule		other	unknown	9606
DB08423	MAPK14	Mitogen-activated protein kinase 14	HGNC:6876	[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL][3-(PIPERIDIN-4-YLOXY)PHENYL]METHANONE	small molecule		other	unknown	9606
DB08424	MAPK14	Mitogen-activated protein kinase 14	HGNC:6876	[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL](3-{[(2R)-2,3-DIHYDROXYPROPYL]OXY}PHENYL)METHANONE	small molecule		other	unknown	9606
DB08426	F10	Coagulation factor X	HGNC:3528	THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [2-OXO-1-(1H-PYRROLO[2,3-C]PYRIDIN-2-YLMETHYL)-PYRROLIDIN-3-YL]-AMIDE	small molecule		other	unknown	9606
DB08429	DPP4	Dipeptidyl peptidase 4	HGNC:3009	N-({(2S)-1-[(3R)-3-amino-4-(3-chlorophenyl)butanoyl]pyrrolidin-2-yl}methyl)-3-(methylsulfonyl)benzamide	small molecule		other	unknown	9606
DB08430	LCTL	Lactase-like protein	HGNC:15583	PARA-NITROPHENYL 1-THIO-BETA-D-GLUCOPYRANOSIDE	small molecule		other	unknown	9606
DB08435	PPARG	Peroxisome proliferator-activated receptor gamma	HGNC:9236	(5E,14E)-11-oxoprosta-5,9,12,14-tetraen-1-oic acid	small molecule		other	unknown	9606
DB08436	HSP90AA1	Heat shock protein HSP 90-alpha	HGNC:5253	8-BENZO[1,3]DIOXOL-,5-YLMETHYL-9-BUTYL-9H-	small molecule		other	unknown	9606
DB08437	RPL10L	60S ribosomal protein L10-like	HGNC:17976	Puromycin	small molecule		other	unknown	9606
DB08437	RPL11	60S ribosomal protein L11	HGNC:10301	Puromycin	small molecule		other	unknown	9606
DB08437	RPL13A	60S ribosomal protein L13a	HGNC:10304	Puromycin	small molecule		other	unknown	9606
DB08437	RPL15	60S ribosomal protein L15	HGNC:10306	Puromycin	small molecule		other	unknown	9606
DB08437	RPL19	60S ribosomal protein L19	HGNC:10312	Puromycin	small molecule		other	unknown	9606
DB08437	RPL23	60S ribosomal protein L23	HGNC:10316	Puromycin	small molecule		other	unknown	9606
DB08437	RPL23A	60S ribosomal protein L23a	HGNC:10317	Puromycin	small molecule		other	unknown	9606
DB08437	RPL26L1	60S ribosomal protein L26-like 1	HGNC:17050	Puromycin	small molecule		other	unknown	9606
DB08437	RPL3	60S ribosomal protein L3	HGNC:10332	Puromycin	small molecule		other	unknown	9606
DB08437	RPL37	60S ribosomal protein L37	HGNC:10347	Puromycin	small molecule		other	unknown	9606
DB08437	RPL8	60S ribosomal protein L8	HGNC:10368	Puromycin	small molecule		other	unknown	9606
DB08437	RSL24D1	Probable ribosome biogenesis protein RLP24	HGNC:18479	Puromycin	small molecule		other	unknown	9606
DB08439	LTF	Lactotransferrin	HGNC:6720	Parecoxib	small molecule		other	unknown	9606
DB08439	PTGS2	Prostaglandin G/H synthase 2	HGNC:9605	Parecoxib	small molecule	inhibitor	negaive	yes	9606
DB08441	CDK2	Cyclin-dependent kinase 2	HGNC:1771	6-BROMO-13-THIA-2,4,8,12,19-PENTAAZATRICYCLO[12.3.1.1~3,7~]NONADECA-1(18),3(19),4,6,14,16-HEXAENE 13,13-DIOXIDE	small molecule		other	unknown	9606
DB08442	HSP90AA1	Heat shock protein HSP 90-alpha	HGNC:5253	4-{[(2R)-2-(2-methylphenyl)pyrrolidin-1-yl]carbonyl}benzene-1,3-diol	small molecule		other	unknown	9606
DB08443	HSP90AA1	Heat shock protein HSP 90-alpha	HGNC:5253	2-(1H-pyrrol-1-ylcarbonyl)benzene-1,3,5-triol	small molecule		other	unknown	9606
DB08445	DPP4	Dipeptidyl peptidase 4	HGNC:3009	(3R,4S)-1-[6-(6-METHOXYPYRIDIN-3-YL)PYRIMIDIN-4-YL]-4-(2,4,5-TRIFLUOROPHENYL)PYRROLIDIN-3-AMINE	small molecule		other	unknown	9606
DB08447	PLA2G2E	Group IIE secretory phospholipase A2	HGNC:13414	3-{3-[(DIMETHYLAMINO)METHYL]-1H-INDOL-7-YL}PROPAN-1-OL	small molecule		other	unknown	9606
DB08448	DHFR	Dihydrofolate reductase	HGNC:2861	(4aS)-5-[(2,4-diaminopteridin-6-yl)methyl]-4a,5-dihydro-2H-dibenzo[b,f]azepin-8-ol	small molecule		other	unknown	9606
DB08449	AKR1B1	Aldose reductase	HGNC:381	2-(3-((4,5,7-trifluorobenzo[d]thiazol-2-yl)methyl)-1H-pyrrolo[2,3-b]pyridin-1-yl)acetic acid	small molecule		other	unknown	9606
DB08450	TGFBR1	TGF-beta receptor type-1	HGNC:11772	N-1H-indazol-5-yl-2-(6-methylpyridin-2-yl)quinazolin-4-amine	small molecule		other	unknown	9606
DB08453	CYC1	Cytochrome c1, heme protein, mitochondrial	HGNC:2579	2-NONYL-4-HYDROXYQUINOLINE N-OXIDE	small molecule		other	unknown	9606
DB08453	MT-CYB	Cytochrome b	HGNC:7427	2-NONYL-4-HYDROXYQUINOLINE N-OXIDE	small molecule		other	unknown	9606
DB08453	UQCR10	Cytochrome b-c1 complex subunit 9	HGNC:30863	2-NONYL-4-HYDROXYQUINOLINE N-OXIDE	small molecule		other	unknown	9606
DB08453	UQCR11	Cytochrome b-c1 complex subunit 10	HGNC:30862	2-NONYL-4-HYDROXYQUINOLINE N-OXIDE	small molecule		other	unknown	9606
DB08453	UQCRB	Cytochrome b-c1 complex subunit 7	HGNC:12582	2-NONYL-4-HYDROXYQUINOLINE N-OXIDE	small molecule		other	unknown	9606
DB08453	UQCRC1	Cytochrome b-c1 complex subunit 1, mitochondrial	HGNC:12585	2-NONYL-4-HYDROXYQUINOLINE N-OXIDE	small molecule		other	unknown	9606
DB08453	UQCRC2	Cytochrome b-c1 complex subunit 2, mitochondrial	HGNC:12586	2-NONYL-4-HYDROXYQUINOLINE N-OXIDE	small molecule		other	unknown	9606
DB08453	UQCRFS1	Cytochrome b-c1 complex subunit Rieske, mitochondrial	HGNC:12587	2-NONYL-4-HYDROXYQUINOLINE N-OXIDE	small molecule		other	unknown	9606
DB08453	UQCRH	Cytochrome b-c1 complex subunit 6, mitochondrial	HGNC:12590	2-NONYL-4-HYDROXYQUINOLINE N-OXIDE	small molecule		other	unknown	9606
DB08453	UQCRQ	Cytochrome b-c1 complex subunit 8	HGNC:29594	2-NONYL-4-HYDROXYQUINOLINE N-OXIDE	small molecule		other	unknown	9606
DB08454	CAMK1D	Calcium/calmodulin-dependent protein kinase type 1D	HGNC:19341	N-(5-METHYL-1H-PYRAZOL-3-YL)-2-PHENYLQUINAZOLIN-4-AMINE	small molecule		other	unknown	9606
DB08461	AR	Androgen receptor	HGNC:644	3-[(4-AMINO-1-TERT-BUTYL-1H-PYRAZOLO[3,4-D]PYRIMIDIN-3-YL)METHYL]PHENOL	small molecule		other	unknown	9606
DB08462	SRC	Proto-oncogene tyrosine-protein kinase Src	HGNC:11283	N-(4-PHENYLAMINO-QUINAZOLIN-6-YL)-ACRYLAMIDE	small molecule		other	unknown	9606
DB08463	CCNA2	Cyclin-A2	HGNC:1578	(2R)-2-({9-(1-methylethyl)-6-[(4-pyridin-2-ylbenzyl)amino]-9H-purin-2-yl}amino)butan-1-ol	small molecule		other	unknown	9606
DB08463	CDK2	Cyclin-dependent kinase 2	HGNC:1771	(2R)-2-({9-(1-methylethyl)-6-[(4-pyridin-2-ylbenzyl)amino]-9H-purin-2-yl}amino)butan-1-ol	small molecule		other	unknown	9606
DB08464	HSP90AB1	Heat shock protein HSP 90-beta	HGNC:5258	METHYL 3-CHLORO-2-{3-[(2,5-DIHYDROXY-4-METHOXYPHENYL)AMINO]-3-OXOPROPYL}-4,6-DIHYDROXYBENZOATE	small molecule		other	unknown	9606
DB08464	HSP90B1	Endoplasmin	HGNC:12028	METHYL 3-CHLORO-2-{3-[(2,5-DIHYDROXY-4-METHOXYPHENYL)AMINO]-3-OXOPROPYL}-4,6-DIHYDROXYBENZOATE	small molecule		other	unknown	9606
DB08465	HSP90AB1	Heat shock protein HSP 90-beta	HGNC:5258	2-(3-AMINO-2,5,6-TRIMETHOXYPHENYL)ETHYL 5-CHLORO-2,4-DIHYDROXYBENZOATE	small molecule		other	unknown	9606
DB08465	HSP90B1	Endoplasmin	HGNC:12028	2-(3-AMINO-2,5,6-TRIMETHOXYPHENYL)ETHYL 5-CHLORO-2,4-DIHYDROXYBENZOATE	small molecule		other	unknown	9606
DB08466	LTA4H	Leukotriene A-4 hydrolase	HGNC:6710	5-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol	small molecule		other	unknown	9606
DB08473	CSNK2A1	Casein kinase II subunit alpha	HGNC:2457	5,6-dichloro-1-beta-D-ribofuranosyl-1H-benzimidazole	small molecule		other	unknown	9606
DB08476	MMP8	Neutrophil collagenase	HGNC:7175	3-AMINO-AZACYCLOTRIDECAN-2-ONE	small molecule		other	unknown	9606
DB08478	TYMS	Thymidylate synthase	HGNC:12441	N-[2-chloro-5-(trifluoromethyl)phenyl]imidodicarbonimidic diamide	small molecule		other	unknown	9606
DB08479	TYMS	Thymidylate synthase	HGNC:12441	N-(3,5-dimethoxyphenyl)imidodicarbonimidic diamide	small molecule		other	unknown	9606
DB08480	MAOB	Amine oxidase [flavin-containing] B	HGNC:6834	4-HYDROXY-N-PROPARGYL-1(R)-AMINOINDAN	small molecule		other	unknown	9606
DB08482	MMP1	Interstitial collagenase	HGNC:7155	[[1-[N-HYDROXY-ACETAMIDYL]-3-METHYL-BUTYL]-CARBONYL-LEUCINYL]-ALANINE ETHYL ESTER	small molecule		other	unknown	9606
DB08484	FBP1	Fructose-1,6-bisphosphatase 1	HGNC:3606	4-AMINO-N-[(2-SULFANYLETHYL)CARBAMOYL]BENZENESULFONAMIDE	small molecule		other	unknown	9606
DB08486	HBA1	Hemoglobin subunit alpha	HGNC:4823	Efaproxiral	small molecule		other	unknown	9606
DB08486	HBB	Hemoglobin subunit beta	HGNC:4827	Efaproxiral	small molecule		other	unknown	9606
DB08487	F10	Coagulation factor X	HGNC:3528	3-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE	small molecule		other	unknown	9606
DB08488	F10	Coagulation factor X	HGNC:3528	4-{[(E)-2-(5-CHLOROTHIEN-2-YL)VINYL]SULFONYL}-1-(1H-PYRROLO[3,2-C]PYRIDIN-2-YLMETHYL)PIPERAZIN-2-ONE	small molecule		other	unknown	9606
DB08489	MMP7	Matrilysin	HGNC:7174	N4-HYDROXY-2-ISOBUTYL-N1-(9-OXO-1,8-DIAZA-TRICYCLO[10.6.1.013,18]NONADECA-12(19),13,15,17-TETRAEN-10-YL)-SUCCINAMIDE	small molecule		other	unknown	9606
DB08490	MMP13	Collagenase 3	HGNC:7159	CTS-1027	small molecule		other	unknown	9606
DB08491	MMP1	Interstitial collagenase	HGNC:7155	N-HYDROXY-2-[4-(4-PHENOXY-BENZENESULFONYL)-TETRAHYDRO-PYRAN-4-YL]-ACETAMIDE	small molecule		other	unknown	9606
DB08492	ALOX15	Arachidonate 15-lipoxygenase	HGNC:433	(2E)-3-(2-OCT-1-YN-1-YLPHENYL)ACRYLIC ACID	small molecule		other	unknown	9606
DB08493	MMP7	Matrilysin	HGNC:7174	5-METHYL-3-(9-OXO-1,8-DIAZA-TRICYCLO[10.6.1.013,18]NONADECA-12(19),13,15,17-TETRAEN-10-YLCARBAMOYL)-HEXANOIC ACID	small molecule		other	unknown	9606
DB08495	F10	Coagulation factor X	HGNC:3528	4-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE	small molecule		other	unknown	9606
DB08497	CASP3	Caspase-3	HGNC:1504	(1S)-2-oxo-1-phenyl-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate	small molecule		other	unknown	9606
DB08498	CASP3	Caspase-3	HGNC:1504	(1S)-1-(3-chlorophenyl)-2-oxo-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate	small molecule		other	unknown	9606
